report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	hit_run	at_fault	collision_type	weather	surface_condition	light	driver_substance_abuse	fixed_oject_struck	road_condition	lane_type	related_non_motorist	non_motorist_substance_abuse
MCP3200006W	220051807	Montgomery County Police	Property Damage Crash	2022-11-23T11:31:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP1378012T	220051791	Montgomery County Police	Property Damage Crash	2022-11-23T10:35:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3330000P	220051790	Montgomery County Police	Injury Crash	2022-11-23T10:30:00.000	Yes	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER CONVEYANCE	UNKNOWN
EJ78880036	220051814	Gaithersburg Police Depar	Property Damage Crash	2022-11-23T10:30:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DM8447002J	220051778	Takoma Park Police Depart	Property Damage Crash	2022-11-23T09:06:00.000	Yes	DRIVER	HEAD ON	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5520001L	220051779	Rockville Police Departme	Property Damage Crash	2022-11-23T09:00:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP235800B3	220051780	Montgomery County Police	Property Damage Crash	2022-11-23T08:39:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1099004V	220051772	Montgomery County Police	Property Damage Crash	2022-11-23T07:51:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
MCP3129005F	220051768	Montgomery County Police	Property Damage Crash	2022-11-23T06:01:00.000	No	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP28660084	220051840	Montgomery County Police	Property Damage Crash	2022-11-23T05:50:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP9438001B	220051730	Montgomery County Police	Injury Crash	2022-11-22T19:53:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	DARK LIGHTS ON	NONE DETECTED	EMBANKMENT	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP3053005P	220051728	Montgomery County Police	Property Damage Crash	2022-11-22T19:23:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3233003K	220051729	Montgomery County Police	Property Damage Crash	2022-11-22T19:22:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP23950028	220051722	Montgomery County Police	Injury Crash	2022-11-22T18:45:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2936005Q	220051721	Montgomery County Police	Injury Crash	2022-11-22T18:40:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	ON RAMP	OTHER	UNKNOWN
MCP3126003Y	220051716	Montgomery County Police	Property Damage Crash	2022-11-22T18:35:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78840057	220051715	Gaithersburg Police Depar	Property Damage Crash	2022-11-22T18:12:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP27760045	220051714	Montgomery County Police	Property Damage Crash	2022-11-22T18:06:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3005006Y	220051708	Montgomery County Police	Property Damage Crash	2022-11-22T17:45:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2291006H	220051706	Montgomery County Police	Injury Crash	2022-11-22T17:39:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP31820024	220051704	Montgomery County Police	Property Damage Crash	2022-11-22T17:30:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP22980122	220051702	Montgomery County Police	Property Damage Crash	2022-11-22T17:13:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1378012S	220051688	Montgomery County Police	Injury Crash	2022-11-22T15:52:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2936005P	220051712	Montgomery County Police	Property Damage Crash	2022-11-22T15:45:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DARK LIGHTS ON	ALCOHOL PRESENT	LIGHT SUPPORT POLE	OTHER	OTHER	OTHER	UNKNOWN
MCP2612004P	220051692	Montgomery County Police	Property Damage Crash	2022-11-22T15:11:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP1378012R	220051666	Montgomery County Police	Property Damage Crash	2022-11-22T13:59:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP3086007L	220051663	Montgomery County Police	Property Damage Crash	2022-11-22T13:25:00.000	No	DRIVER	ANGLE MEETS LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2347003X	220051655	Montgomery County Police	Property Damage Crash	2022-11-22T13:07:00.000	No	NONMOTORIST	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP30480090	220051657	Montgomery County Police	Property Damage Crash	2022-11-22T13:00:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP1453009Y	220051651	Montgomery County Police	Injury Crash	2022-11-22T12:40:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2764002J	220051645	Montgomery County Police	Injury Crash	2022-11-22T12:30:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP2487002X	220051643	Montgomery County Police	Property Damage Crash	2022-11-22T11:55:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	GUARDRAIL OR BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP287700B9	220051637	Montgomery County Police	Injury Crash	2022-11-22T11:30:00.000	No	UNKNOWN	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	NONE DETECTED
MCP3268002H	220051619	Montgomery County Police	Property Damage Crash	2022-11-22T09:55:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	BUILDING	OTHER	OTHER	OTHER	UNKNOWN
MCP2102003N	220051608	Montgomery County Police	Property Damage Crash	2022-11-22T09:36:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
DD5648001F	220051611	Rockville Police Departme	Injury Crash	2022-11-22T09:32:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP15500040	220051602	Montgomery County Police	Injury Crash	2022-11-22T09:30:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3048008Z	220051607	Montgomery County Police	Injury Crash	2022-11-22T09:20:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	OTHER	CONCRETE TRAFFIC BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3130005N	220051591	Montgomery County Police	Property Damage Crash	2022-11-22T07:23:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2496003T	20051588	Montgomery County Police	Property Damage Crash	2022-11-22T06:51:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP3201003D	220051590	Montgomery County Police	Property Damage Crash	2022-11-22T06:46:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2738004B	220051576	Montgomery County Police	Property Damage Crash	2022-11-21T23:23:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2737005S	220051562	Montgomery County Police	Property Damage Crash	2022-11-21T21:30:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2861005M	220051564	Montgomery County Police	Property Damage Crash	2022-11-21T21:30:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NONE DETECTED	TRAFFIC SIGNAL SUPPORT	OTHER	OTHER	OTHER	UNKNOWN
MCP2800005Q	220051560	Montgomery County Police	Property Damage Crash	2022-11-21T21:25:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2936005N	220051555	Montgomery County Police	Property Damage Crash	2022-11-21T20:40:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	GUARDRAIL OR BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2723006V	220051554	Montgomery County Police	Property Damage Crash	2022-11-21T20:35:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	OTHER	DRY	DARK LIGHTS ON	ALCOHOL PRESENT	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2846008D	220051538	Montgomery County Police	Property Damage Crash	2022-11-21T18:45:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2936005M	220051536	Montgomery County Police	Property Damage Crash	2022-11-21T18:10:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32260038	220051531	Montgomery County Police	Property Damage Crash	2022-11-21T17:53:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP29310069	220051527	Montgomery County Police	Property Damage Crash	2022-11-21T17:38:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3163004Z	220051524	Montgomery County Police	Property Damage Crash	2022-11-21T17:33:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3096003S	220051549	Montgomery County Police	Property Damage Crash	2022-11-21T17:30:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DARK NO LIGHTS	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2635007L	220051523	Montgomery County Police	Property Damage Crash	2022-11-21T17:17:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1378012Q	220051521	Montgomery County Police	Injury Crash	2022-11-21T16:59:00.000	Yes	NONMOTORIST	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP2686005S	220051507	Montgomery County Police	Property Damage Crash	2022-11-21T15:46:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3079004S	220051498	Montgomery County Police	Injury Crash	2022-11-21T15:05:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP3086007K	220051494	Montgomery County Police	Property Damage Crash	2022-11-21T14:40:00.000	No	DRIVER	ANGLE MEETS LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP28810053	220051496	Montgomery County Police	Injury Crash	2022-11-21T14:20:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	PEDESTRIAN	UNKNOWN
MCP2989001X	220051487	Montgomery County Police	Injury Crash	2022-11-21T13:59:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5652001V	220051473	Rockville Police Departme	Injury Crash	2022-11-21T12:35:00.000	No	DRIVER	HEAD ON	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP1453009X	220051465	Montgomery County Police	Property Damage Crash	2022-11-21T11:45:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP2411009K	220051457	Montgomery County Police	Injury Crash	2022-11-21T11:31:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	PEDESTRIAN	NONE DETECTED
MCP93790049	220051455	Montgomery County Police	Property Damage Crash	2022-11-21T11:25:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3272001T	220051454	Montgomery County Police	Property Damage Crash	2022-11-21T11:20:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78880035	220051438	Gaithersburg Police Depar	Property Damage Crash	2022-11-21T09:45:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	CURB	OTHER	OTHER	OTHER	UNKNOWN
MCP28810052	220051442	Montgomery County Police	Property Damage Crash	2022-11-21T09:30:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	BUILDING	OTHER	OTHER	OTHER	UNKNOWN
MCP33310012	220051434	Montgomery County Police	Property Damage Crash	2022-11-21T09:20:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP263900FC	220051428	Montgomery County Police	Property Damage Crash	2022-11-21T08:47:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	CROSSOVER AREA	OTHER	UNKNOWN
MCP29400066	220051440	Montgomery County Police	Property Damage Crash	2022-11-21T08:40:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1119009M	220051423	Montgomery County Police	Injury Crash	2022-11-21T08:32:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2814003D	220051426	Montgomery County Police	Injury Crash	2022-11-21T08:29:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	OTHER	DRY	DAYLIGHT	NONE DETECTED	DITCH	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9311003S	220051424	Montgomery County Police	Property Damage Crash	2022-11-21T08:29:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1260000V	220051431	Montgomery County Police	Property Damage Crash	2022-11-21T08:19:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3239002M	220051416	Montgomery County Police	Property Damage Crash	2022-11-21T07:56:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2487002W	220051418	Montgomery County Police	Injury Crash	2022-11-21T07:45:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1113004M	220051417	Montgomery County Police	Property Damage Crash	2022-11-21T07:30:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP33310011	220051414	Montgomery County Police	Property Damage Crash	2022-11-21T07:15:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD559500CC	220051408	Rockville Police Departme	Property Damage Crash	2022-11-21T06:42:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1260000T	220051410	Montgomery County Police	Property Damage Crash	2022-11-21T06:36:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DUSK	NONE DETECTED	MAILBOX	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD559500CB	220051404	Rockville Police Departme	Property Damage Crash	2022-11-21T05:08:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2385002N	220051403	Montgomery County Police	Property Damage Crash	2022-11-21T04:44:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP25820048	220051401	Montgomery County Police	Property Damage Crash	2022-11-21T04:21:00.000	Yes	DRIVER	HEAD ON	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32510010	220051395	Montgomery County Police	Property Damage Crash	2022-11-20T22:45:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3075003S	220051392	Montgomery County Police	Property Damage Crash	2022-11-20T21:40:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1210005N	220051384	Montgomery County Police	Property Damage Crash	2022-11-20T20:15:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3341000R	220051380	Montgomery County Police	Injury Crash	2022-11-20T19:28:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	HOLES RUTS ETC	OTHER	OTHER	UNKNOWN
MCP3138004X	220051378	Montgomery County Police	Property Damage Crash	2022-11-20T19:13:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP29340054	220051347	Montgomery County Police	Injury Crash	2022-11-20T18:48:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	GUARDRAIL OR BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3193003Z	220051376	Montgomery County Police	Property Damage Crash	2022-11-20T18:24:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT	LIGHT SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3063003P	220051369	Montgomery County Police	Property Damage Crash	2022-11-20T17:56:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3295002H	220051370	Montgomery County Police	Injury Crash	2022-11-20T17:48:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2356002G	220051368	Montgomery County Police	Injury Crash	2022-11-20T17:26:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	ALCOHOL PRESENT, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3325001G	220051363	Montgomery County Police	Property Damage Crash	2022-11-20T17:16:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3199004H	220051349	Montgomery County Police	Property Damage Crash	2022-11-20T14:46:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP26250021	220051344	Montgomery County Police	Property Damage Crash	2022-11-20T14:14:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30930046	220051351	Montgomery County Police	Property Damage Crash	2022-11-20T12:58:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	OTHER	LEFT TURN LANE	OTHER	UNKNOWN
MCP3200006V	220051339	Montgomery County Police	Injury Crash	2022-11-20T12:29:00.000	No	UNKNOWN	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2870002R	220051333	Montgomery County Police	Injury Crash	2022-11-20T11:22:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3090006H	220051326	Montgomery County Police	Property Damage Crash	2022-11-20T10:12:00.000	No	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2991007G	220051316	Montgomery County Police	Property Damage Crash	2022-11-20T07:20:00.000	No	UNKNOWN	SINGLE VEHICLE	OTHER	DRY	OTHER	OTHER	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2870002Q	220051313	Montgomery County Police	Property Damage Crash	2022-11-20T06:40:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK -- UNKNOWN LIGHTING	OTHER	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2932005Q	220051306	Montgomery County Police	Injury Crash	2022-11-20T04:42:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	SHOULDER AREA	OTHER	UNKNOWN
MCP25820047	220051309	Montgomery County Police	Injury Crash	2022-11-20T04:39:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1021000T	220049956	Montgomery County Police	Property Damage Crash	2022-11-20T04:25:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	WET	DARK LIGHTS ON	ALCOHOL PRESENT	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2816003B	220051305	Montgomery County Police	Property Damage Crash	2022-11-20T04:05:00.000	No	DRIVER	SINGLE VEHICLE	OTHER	DRY	DARK LIGHTS ON	OTHER	OTHER	OTHER	MEDIAN AREA	OTHER	UNKNOWN
MCP3176001X	220051288	Montgomery County Police	Property Damage Crash	2022-11-19T22:54:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	GUARDRAIL OR BARRIER	NO DEFECTS	ON RAMP	OTHER	UNKNOWN
MCP297700B4	220051437	Montgomery County Police	Property Damage Crash	2022-11-19T22:30:00.000	Yes	DRIVER	OTHER	OTHER	OTHER	DARK -- UNKNOWN LIGHTING	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
